feature,value
200607_s_at,-0.0001140581
200608_s_at,0.0001069702
200609_s_at,-0.0000286362
200610_s_at,-0.0000836025
200611_s_at,0.0000099034
200612_s_at,0.0001092556
200613_at,-0.0000566981
200614_at,-0.0001995499
200615_s_at,-0.0000285082
200616_s_at,-0.0000334333
200617_at,0.0000401459
200618_at,0.0000687607
200619_at,0.0000600833
200620_at,0.0001208836
200621_at,0.0000817121
200622_x_at,0.0000525686
200623_s_at,-0.0000337439
200624_s_at,0.0000867925
200625_s_at,0.0001576487
200626_s_at,-0.0001085292
200627_at,0.0000116391
200628_s_at,-0.0000103909
200629_at,0.0000864629
200630_x_at,-0.0001157526
200631_s_at,-0.0000280078
200632_s_at,0.0000800179
200633_at,-0.0000237568
200634_at,0.0000502587
200635_s_at,-0.0000313034
200636_s_at,-0.0000502697
200637_s_at,0.0002640814
200638_s_at,0.0001186722
200639_s_at,-0.0000039019
200640_at,0.0001211149
200641_s_at,0.0000445770
200642_at,0.0000981898
200643_at,-0.0000215842
200644_at,-0.0001167431
200645_at,-0.0000428660
200646_s_at,-0.0000971494
200647_x_at,0.0001375691
200648_s_at,0.0000687227
200649_at,0.0001335308
200650_s_at,-0.0000278657
200651_at,0.0001374097
200652_at,0.0000550980
200653_s_at,-0.0002290922
200654_at,0.0000310879
200655_s_at,0.0001283133
200656_s_at,-0.0000732906
200657_at,-0.0000511483
200658_s_at,-0.0000395017
200659_s_at,-0.0000556911
200660_at,0.0000197253
200661_at,0.0000156114
200662_s_at,0.0001746518
200663_at,-0.0001912574
200664_s_at,-0.0000617636
200665_s_at,0.0001656059
200666_s_at,0.0000681147
200667_at,-0.0001371408
200668_s_at,0.0001127336
200669_s_at,0.0000016274
200670_at,0.0000526607
200671_s_at,-0.0000134750
200672_x_at,-0.0000748198
200673_at,-0.0000272296
200674_s_at,-0.0000784215
200675_at,0.0000634380
200676_s_at,-0.0001402915
200677_at,-0.0000591976
200678_x_at,0.0000554565
200679_x_at,-0.0000016712
200680_x_at,0.0001289242
200681_at,-0.0002206880
200682_s_at,0.0000152613
200683_s_at,0.0000539557
200684_s_at,0.0000011759
200685_at,-0.0000167447
200686_s_at,-0.0001914758
200687_s_at,-0.0001445605
200688_at,0.0000708752
200689_x_at,0.0000559951
200690_at,0.0000405509
200691_s_at,0.0000244851
200692_s_at,0.0000242896
200693_at,0.0001534937
200694_s_at,-0.0001292693
200695_at,-0.0000330975
200696_s_at,0.0002961250
200697_at,0.0140318321
200698_at,0.0000250600
200699_at,0.0001248032
200700_s_at,-0.0000333154
200701_at,0.0000234250
200702_s_at,-0.0000404894
200703_at,0.0001671577
200704_at,-0.0001590757
200705_s_at,-0.0000092059
200706_s_at,-0.0001728822
200707_at,-0.0002365817
200708_at,-0.0000489650
200709_at,-0.0001517733
200710_at,-0.0002724421
200711_s_at,-0.0001247377
200712_s_at,0.0001932431
200713_s_at,0.0001552925
200714_x_at,0.0000639734
200715_x_at,-0.0000362868
200716_x_at,-0.0000223605
200717_x_at,0.0000663480
200718_s_at,0.0001424962
200719_at,0.0000711285
200720_s_at,-0.0000489466
200721_s_at,-0.0000264884
200722_s_at,0.0000054527
200723_s_at,0.0000463269
200724_at,0.0000092486
200725_x_at,-0.0001538603
200726_at,-0.0000178321
200727_s_at,0.0000514874
200728_at,-0.0000668219
200729_s_at,-0.0000840203
200730_s_at,0.0001245342
200731_s_at,0.0000830375
200732_s_at,-0.0000608793
200733_s_at,0.0000404679
200734_s_at,-0.0001309432
200735_x_at,0.0000585760
200736_s_at,0.0000456430
200737_at,-0.0000091340
200738_s_at,-0.0001680560
200739_s_at,0.0000136828
200740_s_at,0.0000584929
200741_s_at,0.0000449420
200742_s_at,0.0000610257
200743_s_at,-0.0000009447
200744_s_at,-0.0001267993
200745_s_at,0.0003833178
200746_s_at,0.0001033044
200747_s_at,0.0000030970
200748_s_at,0.0001281658
200749_at,-0.0000000426
200750_s_at,-0.0000231777
200751_s_at,-0.0000976238
200752_s_at,-0.0001092512
200753_x_at,0.0000504004
200754_x_at,0.0001156654
200755_s_at,0.0000011599
200756_x_at,-0.0000226848
200757_s_at,-0.0001360552
200758_s_at,0.0000041406
200759_x_at,-0.0001225202
200760_s_at,-0.0000713692
200761_s_at,-0.0000730931
200762_at,0.0000123478
200763_s_at,-0.0000135752
200764_s_at,-0.0000876374
200765_x_at,-0.0000274067
200766_at,0.0001943095
200767_s_at,-0.0001003702
200768_s_at,-0.0000345452
200769_s_at,0.0000679630
200770_s_at,0.0002239300
200771_at,0.0001420312
200772_x_at,-0.0000378106
200773_x_at,-0.0001151168
200774_at,-0.0001012107
200775_s_at,-0.0001192800
200776_s_at,0.0000314210
200777_s_at,-0.0001292888
200778_s_at,-0.0000370127
200779_at,-0.0001139982
200780_x_at,0.0000548289
200781_s_at,-0.0000259396
200782_at,0.0000971079
200783_s_at,-0.0000507611
200784_s_at,0.0000154689
200785_s_at,0.0001165117
200786_at,-0.0001048555
200787_s_at,0.0000096901
200788_s_at,-0.0000979606
200789_at,0.0000005223
200790_at,0.0000196465
200791_s_at,-0.0000321621
200792_at,-0.0001223712
200793_s_at,0.0001233623
200794_x_at,0.0000360101
200795_at,-0.0000245568
200796_s_at,-0.0002781576
200797_s_at,0.0000645215
200798_x_at,0.0000361600
200799_at,0.0001058299
200800_s_at,0.0000253595
200801_x_at,-0.0000532606
200802_at,0.0000553181
200803_s_at,-0.0001955798
200804_at,0.0000319483
200805_at,-0.0000102475
200806_s_at,-0.0000213417
200807_s_at,-0.0000602423
200808_s_at,0.0001174025
200809_x_at,-0.0000482126
200810_s_at,0.0000289520
200811_at,-0.0000728487
200812_at,-0.0000382386
200813_s_at,-0.0001830158
200814_at,-0.0000579148
200815_s_at,0.0001566600
200816_s_at,0.0000233693
200817_x_at,0.0002696716
200818_at,-0.0000192867
200819_s_at,-0.0000694699
200820_at,0.0000467747
200821_at,-0.0000245334
200822_x_at,-0.0000523069
200823_x_at,0.0000101408
200824_at,-0.0000052689
200825_s_at,-0.0000132326
200826_at,-0.0000281718
200827_at,0.0000092021
200828_s_at,0.0001650615
200829_x_at,-0.0000640527
200830_at,0.0000422381
200831_s_at,-0.0000252616
200832_s_at,0.0000171037
200833_s_at,-0.0000496265
200834_s_at,0.0000355469
200835_s_at,0.0000865866
200836_s_at,-0.0000905541
200837_at,0.0000115151
200838_at,-0.0000862925
200839_s_at,-0.0000990480
200840_at,-0.0001757496
200841_s_at,0.0000301683
200842_s_at,-0.0000520566
200843_s_at,-0.0000549209
200844_s_at,0.0000980183
200845_s_at,-0.0000638806
200846_s_at,0.0003349539
200847_s_at,0.0001143224
200848_at,-0.0000611795
200849_s_at,-0.0000134889
200850_s_at,-0.0001071629
200851_s_at,-0.0001007198
200852_x_at,0.0001085907
200853_at,0.0000964700
200854_at,-0.0001295198
200855_at,-0.0001013883
200856_x_at,0.0000356866
200857_s_at,0.0001194578
200858_s_at,0.0000951629
200859_x_at,0.0000791204
200860_s_at,0.0003389450
200861_at,-0.0000680876
200862_at,-0.0000618194
200863_s_at,-0.0000335143
200864_s_at,-0.0000570957
200865_at,-0.0001443721
200866_s_at,-0.0000058266
200867_at,-0.0001029882
200868_s_at,-0.0000862561
200869_at,-0.0001074352
200870_at,-0.0001629395
200871_s_at,0.0000846853
200872_at,0.0000221515
200873_s_at,0.0000888241
200874_s_at,0.0000002420
200875_s_at,-0.0000135233
200876_s_at,0.0000174416
200877_at,0.0000540624
200878_at,-0.0000043844
200879_s_at,0.0000495311
200880_at,0.0001633299
200881_s_at,0.0001549957
200882_s_at,0.0479684807
200883_at,0.0000214013
200884_at,0.0000778138
200885_at,-0.0000524903
200886_s_at,0.0002834753
200887_s_at,0.0000840665
200888_s_at,0.0001677899
200889_s_at,0.0000948726
200890_s_at,0.0001280568
200891_s_at,-0.0000082464
200892_s_at,0.0000659873
200893_at,0.0002246858
200894_s_at,-0.0000200276
200895_s_at,-0.0000896271
200896_x_at,-0.0000014357
200897_s_at,0.0001216067
200898_s_at,0.0000401731
200899_s_at,-0.0000343352
200900_s_at,-0.0000286224
200901_s_at,0.0000131388
200902_at,-0.0000629666
200903_s_at,-0.0000417977
200904_at,0.0000206324
200905_x_at,-0.0000979829
200906_s_at,-0.0000777053
200907_s_at,0.0000680726
200908_s_at,0.0000652417
200909_s_at,-0.0000490821
200910_at,0.0000024583
200911_s_at,-0.0000687061
200912_s_at,0.0002214365
200913_at,0.0000516192
200914_x_at,0.0000624988
200915_x_at,0.0000713710
200916_at,0.0001211380
200917_s_at,-0.0000341615
200918_s_at,-0.0000526048
200919_at,-0.0001538248
200920_s_at,0.0000076358
200921_s_at,0.0000242911
200922_at,-0.0000795993
200923_at,-0.0000333883
200924_s_at,0.0001306217
200925_at,0.0000506710
200926_at,0.0002916086
200927_s_at,0.0001684440
200928_s_at,-0.0000645167
200929_at,-0.0000797101
200930_s_at,0.0001707566
200931_s_at,-0.0002547723
200932_s_at,0.0000094083
200933_x_at,0.0001059684
200934_at,0.0002356819
200935_at,-0.0000072182
200936_at,-0.0002361299
200937_s_at,0.0000458571
200938_s_at,0.0000334522
200939_s_at,-0.0002033760
200940_s_at,-0.0000097050
200941_at,-0.0000049292
200942_s_at,0.0000024399
200943_at,0.0000706695
200944_s_at,0.0001860109
200945_s_at,0.0000683214
200946_x_at,-0.0001035859
200947_s_at,-0.0000010436
200948_at,0.0000595469
200949_x_at,0.0000835496
200950_at,-0.0001578583
200951_s_at,0.0000040930
200952_s_at,0.0000361466
200953_s_at,0.0000475533
200954_at,0.0000973999
200955_at,0.0000375058
200956_s_at,0.0001362168
200957_s_at,-0.0000609846
200958_s_at,0.0000185405
200959_at,0.0000700941
200960_x_at,0.0001295497
200961_at,0.0001146567
200962_at,-0.0000151898
200963_x_at,0.0001316866
200964_at,-0.0000502668
200965_s_at,-0.0001807121
200966_x_at,0.0000731841
200967_at,0.0000084147
200968_s_at,0.0001421402
200969_at,0.0000412228
200970_s_at,0.0000003347
200971_s_at,0.0000497449
200972_at,0.0001296939
200973_s_at,-0.0001672732
200974_at,-0.0001893455
200975_at,-0.0000052511
200976_s_at,0.0000375862
200977_s_at,0.0002358279
200978_at,0.0000463379
200979_at,-0.0000156718
200980_s_at,0.0000044512
200981_x_at,0.0000072270
200982_s_at,0.0000481267
200983_x_at,0.0000181290
200984_s_at,0.0000163337
200985_s_at,-0.0000336671
200986_at,-0.0000719445
200987_x_at,0.0000106861
200988_s_at,0.0000310014
200989_at,-0.0000875267
200990_at,0.0001685765
200991_s_at,-0.0000594728
200992_at,-0.0000984466
200993_at,0.0001650952
200994_at,-0.0000487848
200995_at,0.0000917675
200996_at,-0.0000474551
200997_at,-0.0001300739
200998_s_at,0.0001574192
200999_s_at,0.0001255611
201000_at,0.0002344101
201001_s_at,0.0000297600
201002_s_at,-0.0000151717
201003_x_at,0.0000591949
201004_at,-0.0001200884
201005_at,0.0001095619
201006_at,0.0000470698
201007_at,0.0000425988
201008_s_at,-0.0000202272
201009_s_at,-0.0000024857
201010_s_at,-0.0001507191
201011_at,-0.0000110963
201012_at,0.0003423710
201013_s_at,0.0000787644
201014_s_at,0.0001806709
201015_s_at,-0.0000123405
201016_at,-0.0000803045
201017_at,0.0000309185
201018_at,0.0001615643
201019_s_at,-0.0000514090
201020_at,0.0000335759
201021_s_at,0.0000605928
201022_s_at,0.0003455666
201023_at,-0.0001071335
201024_x_at,0.0000510997
201025_at,-0.0000279400
201026_at,-0.0001836642
201027_s_at,-0.0000101514
201028_s_at,-0.0001556565
201029_s_at,0.0000060459
201030_x_at,-0.0000999076
201031_s_at,0.0000266861
201032_at,0.0001092087
201033_x_at,0.0000698883
201034_at,-0.0000028944
201035_s_at,0.0002354146
201036_s_at,-0.0000202702
201037_at,-0.0000340182
201038_s_at,-0.0000981111
201039_s_at,0.0002664049
201040_at,0.0000514207
201041_s_at,0.0000149299
201042_at,0.0001016708
201043_s_at,0.0000885065
201044_x_at,-0.0000154949
201045_s_at,-0.0000220344
201046_s_at,0.0000718895
201047_x_at,-0.0000397726
201048_x_at,-0.0000002848
201049_s_at,-0.0000367479
201050_at,0.0000287349
201051_at,0.0000293791
201052_s_at,0.0000435753
201053_s_at,0.0001620038
201054_at,0.0001409813
201055_s_at,-0.0000261364
201056_at,-0.0000871776
201057_s_at,-0.0000016357
201058_s_at,0.0000243355
201059_at,-0.0000021810
201060_x_at,-0.0000855319
201061_s_at,-0.0000184637
201062_at,0.0000040223
201063_at,0.0000187382
201064_s_at,-0.0001059846
201065_s_at,0.0000004073
201066_at,0.0000969669
201067_at,0.0140694352
201068_s_at,-0.0000088062
201069_at,-0.0000989632
201070_x_at,-0.0000691520
201071_x_at,0.0000300381
201072_s_at,-0.0000180265
201073_s_at,0.0000796563
201074_at,0.0000456066
201075_s_at,-0.0000007341
201076_at,-0.0000924284
201077_s_at,0.0002458095
201078_at,0.0000267276
201079_at,-0.0001955437
201080_at,-0.0000018345
201081_s_at,-0.0000266110
201082_s_at,0.0000278967
201083_s_at,0.0000072889
201084_s_at,0.0002088012
201085_s_at,-0.0002075264
201086_x_at,-0.0000222739
201087_at,-0.0000504584
201088_at,0.0001071565
201089_at,-0.0000220455
201090_x_at,-0.0000501733
201091_s_at,0.0000772649
201092_at,0.0000143072
201093_x_at,-0.0000301220
201094_at,-0.0000246820
201095_at,-0.0000352692
201096_s_at,-0.0001570044
201097_s_at,-0.0001061545
201098_at,-0.0001368373
201099_at,0.0000206564
201100_s_at,0.0000208922
201101_s_at,-0.0000163059
201102_s_at,-0.0000031478
201103_x_at,0.0000184408
201104_x_at,-0.0000983299
201105_at,-0.0004182889
201106_at,0.0000881826
201107_s_at,-0.0001925863
201108_s_at,-0.0000400144
201109_s_at,0.0101928506
201110_s_at,-0.0000148347
201111_at,0.0000123734
201112_s_at,0.0000119171
201113_at,-0.0000290413
201114_x_at,-0.0001087796
201115_at,-0.0000872515
201116_s_at,-0.0000000882
201117_s_at,0.0000734827
201118_at,0.0000564983
201119_s_at,0.0000824588
201120_s_at,0.0002108454
201121_s_at,-0.0000912746
201122_x_at,-0.0001427808
201123_s_at,-0.0001451097
201124_at,-0.0000149940
201125_s_at,-0.0001036438
201126_s_at,-0.0000374788
201127_s_at,0.0000047708
201128_s_at,0.0000093448
201129_at,0.0000746026
201130_s_at,-0.0001090531
201131_s_at,0.0000597691
201132_at,-0.0000091274
201133_s_at,-0.0000074409
201134_x_at,-0.0000331355
201135_at,0.0000746558
201136_at,-0.0000008211
201137_s_at,-0.0000921163
201138_s_at,0.0000990141
201139_s_at,0.0000236882
201140_s_at,-0.0002207128
201141_at,0.0000746235
201142_at,0.0000553655
201143_s_at,0.0000021586
201144_s_at,0.0000816864
201145_at,-0.0000093499
201146_at,0.0000698885
201147_s_at,-0.0000209510
201148_s_at,0.0000637359
201149_s_at,0.0000855182
201150_s_at,0.0000506096
201151_s_at,-0.0000344431
201152_s_at,0.0002556600
201153_s_at,-0.0001297378
201154_x_at,0.0000604201
201155_s_at,-0.0001901177
201156_s_at,-0.0000640247
201157_s_at,0.0002220156
201158_at,0.0000111430
201159_s_at,-0.0000267263
201160_s_at,-0.0000364034
201161_s_at,-0.0001146717
201162_at,0.0000159175
201163_s_at,-0.0000778416
201164_s_at,0.0000800609
201165_s_at,-0.0000431643
201166_s_at,0.0000021222
201167_x_at,0.0000675772
201168_x_at,0.0000695762
201169_s_at,-0.0000782117
201170_s_at,0.0000786824
201171_at,0.0001477134
201172_x_at,-0.0000023374
201173_x_at,-0.0002907929
201174_s_at,-0.0002409701
201175_at,0.0000596107
201176_s_at,-0.0000045602
201177_s_at,0.0000123104
201178_at,0.0000760003
201179_s_at,0.0001090723
201180_s_at,0.0000002634
201181_at,-0.0001310796
201182_s_at,0.0000135665
201183_s_at,0.0000214277
201184_s_at,-0.0000452251
201185_at,-0.0001678236
201186_at,0.0001223298
201187_s_at,-0.0001541409
201188_s_at,-0.0000033366
201189_s_at,0.0000673414
201190_s_at,0.0001490746
201191_at,0.0000780834
201192_s_at,-0.0000187237
201193_at,0.0000374409
201194_at,0.0000196499
201195_s_at,0.0000571248
201196_s_at,0.0002547512
201197_at,0.0000475898
201198_s_at,-0.0000133181
201199_s_at,-0.0000730902
201200_at,0.0000143635
201201_at,0.0000718349
201202_at,-0.0000162125
201203_s_at,-0.0001394367
201204_s_at,-0.0002691697
201205_at,0.0000336611
201206_s_at,-0.0001053140
201207_at,-0.0000363202
201208_s_at,-0.0000528693
201209_at,-0.0000643758
201210_at,-0.0001579745
201211_s_at,0.0000073718
201212_at,-0.0000048046
201213_at,-0.0000229575
201214_s_at,-0.0001354989
201215_at,-0.0000308176
201216_at,-0.0001266598
201217_x_at,-0.0002231812
201218_at,-0.0001228220
201219_at,-0.0000280964
201220_x_at,0.0000115859
201221_s_at,-0.0001899834
201222_s_at,0.0000461863
201223_s_at,0.0000941191
201224_s_at,0.0000409739
201225_s_at,-0.0002504318
201226_at,0.0003155396
201227_s_at,0.0000347599
201228_s_at,-0.0000658444
201229_s_at,-0.0000988932
201230_s_at,0.0000200114
201231_s_at,-0.0002199685
201232_s_at,0.0000727706
201233_at,-0.0000471975
201234_at,0.0001853583
201235_s_at,0.0000481203
201236_s_at,0.0000902061
201237_at,0.0000530300
201238_s_at,0.0000067644
201239_s_at,-0.0000603614
201240_s_at,-0.0003122070
201241_at,0.0001260578
201242_s_at,-0.0000817438
201243_s_at,0.0001980253
201244_s_at,-0.0000062149
201245_s_at,0.0001124451
201246_s_at,-0.0000110904
201247_at,-0.0000546605
201248_s_at,-0.0001266489
201249_at,0.0001998595
201250_s_at,-0.0000380819
201251_at,0.0000330345
201252_at,0.0000510605
201253_s_at,-0.0003210390
201254_x_at,-0.0000811564
201255_x_at,-0.0001044250
201256_at,-0.0000324331
201257_x_at,0.0004211653
201258_at,-0.0000524560
201259_s_at,0.0000676958
201260_s_at,-0.0000433695
201261_x_at,-0.0000310434
201262_s_at,0.0000973360
201263_at,0.0000239945
201264_at,-0.0000669263
201265_at,-0.0000646865
201266_at,-0.0000279919
201267_s_at,-0.0000744081
201268_at,-0.0000904811
201269_s_at,0.0001771966
201270_x_at,0.0000980494
201271_s_at,0.0000904666
201272_at,-0.0000941205
201273_s_at,0.0000492599
201274_at,0.0000403909
201275_at,0.1616082340
201276_at,-0.0000180370
201277_s_at,0.0000951877
201278_at,-0.0000947960
201279_s_at,-0.0000676610
201280_s_at,0.0000351109
201281_at,-0.0001787175
201282_at,0.0000879043
201283_s_at,0.0000488349
201284_s_at,0.0000945137
201285_at,-0.0003009097
201286_at,-0.0001539255
201287_s_at,0.0000370345
201288_at,0.0001451013
201289_at,0.0002097054
201290_at,0.0000405102
201291_s_at,0.0148427729
201292_at,0.0000092412
201293_x_at,-0.0000146646
201294_s_at,-0.0000080826
201295_s_at,0.0002790322
201296_s_at,0.0000830831
201297_s_at,0.0001346014
201298_s_at,-0.0000541405
201299_s_at,-0.0000179980
201300_s_at,-0.0000774474
201301_s_at,0.0000313006
201302_at,0.0001944404
201303_at,0.0000110660
201304_at,-0.0000099201
201305_x_at,0.0001012080
201306_s_at,-0.0000050581
201307_at,0.0000758697
201308_s_at,-0.0001200533
201309_x_at,-0.0001581476
201310_s_at,0.0001011611
201311_s_at,-0.0001408533
201312_s_at,-0.0000278442
201313_at,0.0001264569
201314_at,-0.0001123410
201315_x_at,0.0001368238
201316_at,0.0000247626
201317_s_at,0.0001446342
201318_s_at,-0.0001263025
201319_at,-0.0000634133
201320_at,-0.0000714324
201321_s_at,0.0000460553
201322_at,-0.0002308262
201323_at,0.0000015190
201324_at,0.0000476951
201325_s_at,0.0000053092
201326_at,-0.0000614562
201327_s_at,0.0000526907
201328_at,-0.0001773791
201329_s_at,-0.0000044204
201330_at,0.0001170479
201331_s_at,0.0000351608
201332_s_at,0.0000598727
201333_s_at,-0.0000780602
201334_s_at,0.0000822579
201335_s_at,-0.0002875409
201336_at,-0.0000570926
201337_s_at,0.0000145364
201338_x_at,0.0000119134
201339_s_at,0.0000967637
201340_s_at,-0.0001414604
201341_at,0.0001823224
201342_at,0.0000236485
201343_at,-0.0000008191
201344_at,0.0000267701
201345_s_at,-0.0000548379
201346_at,-0.0000391235
201347_x_at,0.0000704156
201348_at,0.0001019748
201349_at,0.0000482722
201350_at,0.0000124150
201351_s_at,0.0000903146
201352_at,0.0000809818
201353_s_at,0.0000208363
201354_s_at,0.0000264640
201355_s_at,-0.0000489317
201356_at,0.0001027582
201357_s_at,0.0000077310
201358_s_at,0.0000489342
201359_at,-0.0000467348
201360_at,-0.0001826113
201361_at,-0.0000057838
201362_at,0.0000253366
201363_s_at,-0.0000400988
201364_s_at,0.0000695891
201365_at,0.0000680682
201366_at,0.0000924108
201367_s_at,-0.0000138421
201368_at,0.0000382237
201369_s_at,0.0000126439
201370_s_at,0.0001061877
201371_s_at,-0.0002820260
201372_s_at,-0.0002234363
201373_at,-0.0000662607
201374_x_at,0.0000492524
201375_s_at,-0.0001787892
201376_s_at,0.0000161158
201377_at,0.0000289605
201378_s_at,-0.0000269203
201379_s_at,-0.0000107650
201380_at,0.0000346912
201381_x_at,0.0017598326
201382_at,0.0000580587
201383_s_at,-0.0000816163
201384_s_at,-0.0001637407
201385_at,0.0001211864
201386_s_at,-0.0002150305
201387_s_at,0.0000800633
201388_at,0.0000672159
201389_at,-0.0000543164
201390_s_at,0.0002520866
201391_at,0.0001630209
201392_s_at,0.0000740010
201393_s_at,-0.0000938897
201394_s_at,-0.0000225863
201395_at,-0.0001670440
201396_s_at,0.0000918484
201397_at,-0.0001537792
201398_s_at,0.0000734949
201399_s_at,0.0001201061
201400_at,-0.0000610197
201401_s_at,0.0000799989
201402_at,0.0000948223
201403_s_at,0.0000602108
201404_x_at,0.0001254784
201405_s_at,0.0000203149
201406_at,-0.0001047046
201407_s_at,-0.0001301813
201408_at,-0.0000693316
201409_s_at,0.0000377403
201410_at,0.0000024138
201411_s_at,-0.0000012377
201412_at,0.0003861143
201413_at,-0.0001184314
201414_s_at,0.0000719055
201415_at,0.0000051409
201416_at,-0.0000093544
201417_at,0.0000034781
201418_s_at,-0.0000187242
201419_at,-0.0000097910
201420_s_at,0.0000164208
201421_s_at,-0.0001577207
201422_at,-0.0000067225
201423_s_at,-0.0000013710
201424_s_at,0.0001742615
201425_at,0.0002320348
201426_s_at,-0.0000497906
201427_s_at,-0.0001187978
201428_at,0.0000156782
201429_s_at,-0.0000405133
201430_s_at,0.0000271196
201431_s_at,-0.0000000585
201432_at,0.0000090167
201433_s_at,0.0000555772
201434_at,0.0000382530
201435_s_at,-0.0001190473
201436_at,0.0000816572
201437_s_at,0.0000768685
201438_at,-0.0000899888
201439_at,-0.0001941591
201440_at,-0.0000138789
201441_at,-0.0000830058
201442_s_at,-0.0000074481
201443_s_at,-0.0002264818
201444_s_at,0.0001065564
201445_at,0.0001233812
201446_s_at,0.0000794554
201447_at,0.0115383491
201448_at,-0.0000203087
201449_at,-0.0000692392
201450_s_at,0.0000130155
201451_x_at,-0.0000257988
201452_at,0.0000362803
201453_x_at,0.0000892158
201454_s_at,-0.0000550756
201455_s_at,0.0000773665
201456_s_at,0.0000166747
201457_x_at,0.0000660168
201458_s_at,-0.0001008761
201459_at,0.0002872304
201460_at,0.0000201439
201461_s_at,-0.0000302336
201462_at,0.0001062987
201463_s_at,0.0002880804
201464_x_at,-0.0000232927
201465_s_at,0.0001152286
201466_s_at,-0.0000039019
201467_s_at,0.0000503060
201468_s_at,-0.0000494699
201469_s_at,-0.0000023708
201470_at,-0.0001177722
201471_s_at,0.0001141109
201472_at,-0.0000969173
201473_at,0.0010361769
201474_s_at,0.0000303396
201475_x_at,0.0002683862
201476_s_at,0.0000931244
201477_s_at,-0.0000183038
201478_s_at,-0.0002870694
201479_at,-0.0001857954
201480_s_at,0.0000403512
201481_s_at,-0.0002458071
201482_at,0.0000676594
201483_s_at,0.0000354461
201484_at,-0.0000662512
201485_s_at,0.0000229288
201486_at,-0.0000456185
201487_at,0.0000907998
201488_x_at,-0.0000338964
201489_at,0.0000767081
201490_s_at,-0.0001261471
201491_at,-0.0000394643
201492_s_at,-0.0000514771
