    Spearman   Pearson  Jaccard@1  Jaccard@2  Jaccard@3  Jaccard@4  Jaccard@5  Jaccard@6  Jaccard@7  Jaccard@8  Jaccard@9  Jaccard@10  Jaccard@11  Jaccard@12  Jaccard@13  Jaccard@14  Jaccard@15  Jaccard@16  Jaccard@17  Jaccard@18  Jaccard@19  Jaccard@20  Jaccard@21  Jaccard@22  Jaccard@23  Jaccard@24  Jaccard@25  Jaccard@26  Jaccard@27  Jaccard@28  Jaccard@29  Jaccard@30  Jaccard@31  Jaccard@32  Jaccard@33  Jaccard@34  Jaccard@35  Jaccard@36  Jaccard@37  Jaccard@38  Jaccard@39  Jaccard@40  Jaccard@41  Jaccard@42  Jaccard@43  Jaccard@44  Jaccard@45  Jaccard@46  Jaccard@47  Jaccard@48  Jaccard@49  Jaccard@50  Jaccard@51  Jaccard@52  Jaccard@53  Jaccard@54  Jaccard@55  Jaccard@56  Jaccard@57  Jaccard@58  Jaccard@59  Jaccard@60  Jaccard@61  Jaccard@62  Jaccard@63  Jaccard@64  Jaccard@65  Jaccard@66  Jaccard@67  Jaccard@68  Jaccard@69  Jaccard@70  Jaccard@71  Jaccard@72  Jaccard@73  Jaccard@74  Jaccard@75  Jaccard@76  Jaccard@77  Jaccard@78  Jaccard@79  Jaccard@80  Jaccard@81  Jaccard@82  Jaccard@83  Jaccard@84  Jaccard@85  Jaccard@86  Jaccard@87  Jaccard@88  Jaccard@89  Jaccard@90  Jaccard@91  Jaccard@92  Jaccard@93  Jaccard@94  Jaccard@95  Jaccard@96  Jaccard@97  Jaccard@98  Jaccard@99  Jaccard@100
11  0.796688  0.971738        0.0   1.000000        0.5   0.600000   0.666667   0.500000   0.555556   0.777778   0.636364    0.818182    1.000000    0.846154    1.000000    0.866667    0.875000    0.777778    0.789474    0.800000    0.809524    0.818182    0.909091    0.913043    0.840000    0.846154    0.851852    0.925926    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.714286    0.681818    0.652174    0.659574    0.666667    0.673469    0.680000    0.686275    0.660377    0.698113    0.703704    0.709091    0.745455    0.750000    0.724138    0.700000    0.677419    0.682540    0.687500    0.692308    0.671642    0.676471    0.681159    0.661972    0.690141    0.694444    0.722222    0.702703    0.684211    0.710526    0.692308    0.696203    0.721519    0.746835    0.750000    0.753086    0.756098    0.759036    0.761905    0.744186    0.767442    0.770115    0.752809    0.775281    0.797753    0.800000    0.802198    0.784946    0.768421    0.789474    0.791667    0.812500    0.814433    0.797980    0.818182    0.838384    0.858586    0.878788    0.898990    0.900000    0.920000    0.940000    0.960000        0.98          1.0
12  0.790855  0.973902        1.0   1.000000        1.0   0.600000   0.428571   0.714286   0.750000   0.777778   1.000000    0.818182    1.000000    0.846154    1.000000    0.866667    0.764706    0.777778    0.700000    0.800000    0.809524    0.818182    0.826087    0.760000    0.769231    0.846154    0.785714    0.857143    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.794872    0.756098    0.720930    0.727273    0.733333    0.777778    0.822222    0.787234    0.755102    0.725490    0.730769    0.703704    0.740741    0.714286    0.689655    0.694915    0.672131    0.650794    0.682540    0.661538    0.641791    0.671642    0.676471    0.657143    0.638889    0.643836    0.648649    0.675676    0.702703    0.706667    0.710526    0.692308    0.696203    0.700000    0.703704    0.707317    0.690476    0.694118    0.717647    0.741176    0.744186    0.747126    0.730337    0.752809    0.775281    0.797753    0.800000    0.782609    0.765957    0.787234    0.789474    0.791667    0.812500    0.814433    0.835052    0.855670    0.857143    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
13  0.838512  0.975749        1.0   0.333333        0.2   0.600000   0.666667   0.714286   0.555556   0.600000   0.800000    0.818182    0.833333    1.000000    1.000000    1.000000    1.000000    0.882353    0.789474    0.800000    0.809524    0.904762    0.909091    0.913043    0.916667    0.920000    0.923077    0.925926    0.928571    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.842105    0.846154    0.804878    0.809524    0.813953    0.777778    0.744681    0.714286    0.686275    0.692308    0.666667    0.672727    0.678571    0.655172    0.633333    0.639344    0.645161    0.650794    0.682540    0.714286    0.718750    0.723077    0.727273    0.731343    0.710145    0.714286    0.718310    0.746479    0.726027    0.753425    0.756757    0.783784    0.763158    0.789474    0.769231    0.750000    0.731707    0.734940    0.738095    0.741176    0.764706    0.767442    0.770115    0.793103    0.795455    0.777778    0.780220    0.782609    0.804348    0.806452    0.808511    0.791667    0.793814    0.814433    0.816327    0.836735    0.857143    0.877551    0.878788    0.898990    0.900000    0.920000    0.940000    0.960000        0.98          1.0
14  0.795092  0.971980        1.0   0.333333        1.0   0.600000   0.666667   0.714286   0.750000   0.777778   0.800000    0.818182    0.833333    0.846154    1.000000    0.866667    0.764706    0.882353    0.789474    0.800000    0.809524    0.818182    0.826087    0.760000    0.769231    0.846154    0.851852    0.925926    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.714286    0.681818    0.727273    0.695652    0.666667    0.673469    0.680000    0.686275    0.660377    0.666667    0.642857    0.649123    0.684211    0.661017    0.639344    0.619048    0.600000    0.606061    0.611940    0.617647    0.623188    0.628571    0.633803    0.638889    0.666667    0.671233    0.675676    0.680000    0.706667    0.733333    0.714286    0.740260    0.743590    0.746835    0.750000    0.731707    0.714286    0.717647    0.701149    0.704545    0.707865    0.711111    0.733333    0.755556    0.758242    0.760870    0.763441    0.765957    0.750000    0.770833    0.773196    0.775510    0.795918    0.816327    0.836735    0.838384    0.858586    0.878788    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
15  0.801572  0.974750        0.0   1.000000        1.0   0.600000   0.666667   0.714286   0.750000   0.777778   0.800000    1.000000    1.000000    0.846154    1.000000    0.866667    0.875000    0.882353    0.789474    0.800000    0.809524    0.818182    0.826087    0.760000    0.840000    0.920000    0.923077    0.925926    0.928571    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.756098    0.720930    0.767442    0.772727    0.777778    0.744681    0.750000    0.720000    0.692308    0.730769    0.703704    0.709091    0.684211    0.689655    0.666667    0.645161    0.650794    0.656250    0.661538    0.692308    0.696970    0.676471    0.705882    0.685714    0.714286    0.718310    0.698630    0.680000    0.684211    0.710526    0.714286    0.740260    0.743590    0.769231    0.772152    0.775000    0.777778    0.759036    0.783133    0.785714    0.767442    0.750000    0.772727    0.795455    0.818182    0.820225    0.802198    0.784946    0.787234    0.789474    0.791667    0.793814    0.795918    0.797980    0.818182    0.838384    0.858586    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
16  0.842352  0.976247        0.0   1.000000        1.0   0.600000   0.428571   0.500000   0.750000   0.777778   0.800000    0.818182    1.000000    1.000000    1.000000    0.866667    0.875000    0.777778    0.789474    0.714286    0.727273    0.739130    0.826087    0.760000    0.769231    0.846154    0.851852    0.925926    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.842105    0.800000    0.761905    0.767442    0.772727    0.739130    0.708333    0.680000    0.653846    0.692308    0.698113    0.672727    0.709091    0.714286    0.689655    0.694915    0.700000    0.677419    0.682540    0.687500    0.692308    0.696970    0.701493    0.705882    0.735294    0.714286    0.694444    0.698630    0.726027    0.729730    0.756757    0.736842    0.763158    0.743590    0.769231    0.772152    0.753086    0.756098    0.780488    0.761905    0.764706    0.767442    0.790698    0.813953    0.837209    0.839080    0.840909    0.842697    0.865169    0.866667    0.868132    0.869565    0.891304    0.892473    0.873684    0.875000    0.876289    0.858586    0.878788    0.898990    0.919192    0.939394    0.940000    0.960000        0.98          1.0
17  0.822814  0.974854        0.0   0.333333        1.0   0.600000   0.666667   0.714286   0.750000   0.777778   0.636364    0.818182    1.000000    0.846154    0.857143    0.866667    0.875000    0.777778    0.700000    0.714286    0.727273    0.739130    0.826087    0.760000    0.840000    0.846154    0.851852    0.925926    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.794872    0.756098    0.761905    0.767442    0.813953    0.818182    0.782609    0.750000    0.720000    0.760000    0.730769    0.769231    0.773585    0.745455    0.719298    0.724138    0.758621    0.733333    0.709677    0.714286    0.718750    0.723077    0.701493    0.705882    0.685714    0.666667    0.648649    0.653333    0.680000    0.684211    0.688312    0.692308    0.717949    0.743590    0.769231    0.772152    0.753086    0.756098    0.780488    0.783133    0.785714    0.767442    0.750000    0.733333    0.717391    0.739130    0.741935    0.744681    0.765957    0.768421    0.789474    0.773196    0.793814    0.795918    0.797980    0.818182    0.838384    0.858586    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
18  0.756940  0.970286        0.0   1.000000        1.0   0.600000   0.666667   0.500000   0.750000   0.777778   1.000000    1.000000    0.833333    0.846154    1.000000    0.866667    0.764706    0.684211    0.789474    0.800000    0.809524    0.739130    0.826087    0.833333    0.916667    0.846154    0.851852    0.925926    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.714286    0.681818    0.727273    0.695652    0.666667    0.673469    0.647059    0.653846    0.629630    0.636364    0.614035    0.649123    0.655172    0.661017    0.666667    0.645161    0.625000    0.630769    0.636364    0.641791    0.647059    0.676471    0.657143    0.638889    0.621622    0.605263    0.589744    0.594937    0.580247    0.604938    0.629630    0.634146    0.638554    0.642857    0.647059    0.651163    0.655172    0.678161    0.662921    0.685393    0.707865    0.730337    0.733333    0.755556    0.758242    0.760870    0.782609    0.784946    0.787234    0.789474    0.773196    0.793814    0.814433    0.816327    0.818182    0.838384    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
19  0.854569  0.978773        1.0   0.333333        0.5   0.600000   0.428571   0.500000   0.555556   0.454545   0.636364    0.818182    1.000000    1.000000    0.857143    0.750000    0.875000    0.777778    0.700000    0.714286    0.727273    0.818182    0.909091    0.913043    0.840000    0.777778    0.851852    0.857143    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.885714    0.837838    0.794872    0.756098    0.761905    0.767442    0.772727    0.777778    0.782609    0.826087    0.829787    0.795918    0.836735    0.803922    0.773585    0.777778    0.750000    0.724138    0.728814    0.704918    0.709677    0.714286    0.718750    0.723077    0.727273    0.731343    0.735294    0.764706    0.768116    0.746479    0.774648    0.777778    0.756757    0.736842    0.740260    0.743590    0.746835    0.772152    0.797468    0.777778    0.780488    0.804878    0.785714    0.767442    0.770115    0.772727    0.795455    0.797753    0.800000    0.782609    0.784946    0.787234    0.789474    0.810526    0.793814    0.814433    0.816327    0.818182    0.838384    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
20  0.816670  0.974856        0.0   0.333333        1.0   0.600000   0.666667   0.714286   0.555556   0.600000   0.800000    0.818182    1.000000    1.000000    0.857143    0.750000    0.764706    0.882353    0.888889    0.800000    0.809524    0.739130    0.750000    0.692308    0.703704    0.777778    0.785714    0.733333    0.800000    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.842105    0.800000    0.761905    0.767442    0.813953    0.818182    0.782609    0.787234    0.755102    0.725490    0.730769    0.703704    0.709091    0.714286    0.750000    0.754386    0.728814    0.733333    0.737705    0.741935    0.774194    0.777778    0.781250    0.812500    0.815385    0.791045    0.768116    0.771429    0.750000    0.729730    0.733333    0.714286    0.696203    0.679012    0.682927    0.686747    0.710843    0.694118    0.678161    0.701149    0.685393    0.670330    0.673913    0.659574    0.663158    0.684211    0.705263    0.690722    0.693878    0.714286    0.734694    0.755102    0.775510    0.795918    0.816327    0.836735    0.857143    0.858586    0.878788    0.898990    0.919192    0.920000    0.940000    0.960000        0.98          1.0
21  0.807825  0.974873        0.0   0.000000        0.2   0.600000   1.000000   0.714286   1.000000   1.000000   1.000000    0.818182    0.833333    0.846154    0.857143    0.750000    0.875000    0.777778    0.700000    0.800000    0.809524    0.818182    0.909091    0.913043    0.916667    0.920000    0.923077    0.857143    0.928571    0.866667    0.933333         1.0      0.9375    0.882353    0.833333    0.888889    0.842105    0.800000    0.761905    0.767442    0.733333    0.702128    0.673469    0.647059    0.653846    0.629630    0.636364    0.642857    0.649123    0.627119    0.606557    0.612903    0.593750    0.575758    0.606061    0.611940    0.617647    0.647059    0.652174    0.681159    0.710145    0.739130    0.742857    0.722222    0.726027    0.753425    0.733333    0.736842    0.717949    0.700000    0.682927    0.707317    0.710843    0.734940    0.738095    0.761905    0.785714    0.767442    0.770115    0.772727    0.775281    0.758242    0.760870    0.763441    0.765957    0.768421    0.789474    0.791667    0.812500    0.814433    0.835052    0.855670    0.857143    0.877551    0.897959    0.918367    0.919192    0.920000    0.940000    0.960000        0.98          1.0
22  0.808065  0.971879        0.0   0.333333        1.0   0.600000   0.666667   0.714286   0.750000   0.777778   0.800000    0.818182    0.833333    1.000000    0.857143    0.750000    0.764706    0.882353    1.000000    1.000000    0.900000    0.818182    0.826087    0.760000    0.769231    0.777778    0.851852    0.857143    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.789474    0.750000    0.714286    0.681818    0.727273    0.695652    0.666667    0.640000    0.680000    0.686275    0.692308    0.666667    0.672727    0.678571    0.684211    0.661017    0.666667    0.672131    0.650794    0.656250    0.687500    0.718750    0.723077    0.727273    0.731343    0.710145    0.739130    0.742857    0.722222    0.702703    0.729730    0.733333    0.714286    0.696203    0.679012    0.682927    0.686747    0.690476    0.714286    0.697674    0.701149    0.704545    0.707865    0.711111    0.714286    0.736264    0.739130    0.760870    0.763441    0.765957    0.787234    0.808511    0.829787    0.812500    0.814433    0.816327    0.836735    0.820000    0.840000    0.860000    0.880000    0.900000    0.920000    0.940000    0.960000        0.98          1.0
23  0.781146  0.977395        1.0   0.333333        1.0   0.600000   0.666667   0.714286   0.750000   0.777778   0.800000    0.818182    1.000000    1.000000    0.857143    0.866667    0.875000    0.882353    0.888889    0.800000    0.809524    0.818182    0.909091    0.833333    0.840000    0.846154    0.851852    0.857143    0.928571    0.931034    0.933333         1.0      0.9375    0.882353    0.833333    0.837838    0.842105    0.800000    0.761905    0.809524    0.813953    0.860465    0.822222    0.787234    0.791667    0.760000    0.764706    0.735849    0.740741    0.714286    0.719298    0.724138    0.700000    0.677419    0.656250    0.636364    0.666667    0.647059    0.652174    0.657143    0.661972    0.643836    0.648649    0.631579    0.636364    0.662338    0.688312    0.692308    0.696203    0.679012    0.682927    0.707317    0.731707    0.714286    0.697674    0.701149    0.685393    0.688889    0.711111    0.714286    0.717391    0.739130    0.741935    0.726316    0.729167    0.750000    0.770833    0.791667    0.812500    0.814433    0.835052    0.855670    0.876289    0.896907    0.897959    0.898990    0.919192    0.939394    0.940000    0.960000        0.98          1.0
